"","batter","PA","OPS","year","fullname","birthdate"
"14810",354,606,0.693036,1995,"Marquis Grissom","1967-04-17"
"14811",17780,626,0.850726,1984,"Alan Trammell","1958-02-21"
"14812",17789,22,0.651515,1984,"Scott Bradley","1960-03-22"
"14813",17776,518,0.781501,1987,"John Shelby","1958-02-23"
"14814",17908,157,0.791182,1987,"Jose Lind","1964-05-01"
"14815",17957,25,0.297102,1988,"Larry See","1960-06-20"
"14816",17627,171,0.600654,2000,"Kevin Sefcik","1971-02-10"
"14817",17628,175,0.83806,2000,"Fernando Seguignol","1975-01-19"
"14818",11604,314,0.748257,2002,"Troy O'Leary","1969-08-04"
"14819",998,309,0.67317,2002,"Felipe Lopez","1980-05-12"
"14820",17443,105,0.584799,2000,"Kevin Nicholson","1976-03-29"
"14821",17444,213,0.59967,2000,"Jose Nieves","1975-06-16"
"14822",331,318,1.04601,1995,"Matt Williams","1965-11-28"
"14823",17451,12,0.783333,2000,"Talmadge Nunnari","1975-04-09"
"14824",1403,265,0.692973,2001,"Michael Tucker","1971-06-25"
"14825",1393,403,0.770841,2001,"Neifi Perez","1973-06-02"
"14826",22837,332,0.61521,1984,"Brad Gulden","1956-06-10"
"14827",22862,10,0.65,1984,"Doug Gwosdz","1960-06-20"
"14828",23929,14,0.467532,1987,"Greg Jelks","1961-08-16"
"14829",23930,337,0.628078,1987,"Steve Jeltz","1959-05-28"
"14830",22922,337,0.780328,1987,"Albert Hall","1958-03-07"
"14831",23857,18,0.708333,1987,"Ken Jackson","1963-08-21"
"14832",23925,469,0.635,1987,"Stan Jefferson","1962-12-04"
"14833",21958,146,0.737847,1984,"Tim Flannery","1957-09-29"
"14834",21667,382,0.648618,1984,"Nick Esasky","1960-02-24"
"14835",27944,107,0.423973,1987,"Ronn Reynolds","1958-09-28"
"14836",4159,148,0.718089,2001,"Lou Collier","1973-08-21"
"14837",20090,241,0.773106,1987,"Carmen Castillo","1958-06-08"
"14838",20091,372,0.613202,1987,"Juan Castillo","1962-01-25"
"14839",59218,445,0.716882,2014,"Pedro Alvarez","1987-02-06"
"14840",59265,549,0.755811,2014,"Khris Davis","1987-12-21"
"14841",59307,479,0.937661,2014,"Paul Goldschmidt","1987-09-10"
"14842",468,377,0.70508,2000,"Reggie Sanders","1967-12-01"
"14843",469,277,0.719199,2000,"Benito Santiago","1965-03-09"
"14844",17518,15,0.651282,2000,"Bo Porter","1972-07-05"
"14845",26784,23,0.837662,1987,"Carl Nichols","1962-10-14"
"14846",26498,670,0.831294,1987,"Lloyd Moseby","1959-11-05"
"14847",1175,340,0.835666,2001,"Desi Relaford","1973-09-16"
"14848",26943,134,0.718267,1987,"Tom O'Malley","1960-12-25"
"14849",17684,376,0.777872,1988,"Steve Balboni","1957-01-16"
"14850",27416,424,0.95857,1987,"Ken Phelps","1954-08-06"
"14851",340,575,0.83465,2000,"Adrian Beltre","1979-04-07"
"14852",27504,13,0.717948,1987,"Chris Pittaro","1961-09-16"
"14853",16978,59,0.792353,2001,"Rob Ducey","1965-05-24"
"14854",285,593,0.739367,1995,"Jay Bell","1965-12-11"
"14855",288,560,0.763366,1995,"Greg Colbrunn","1969-07-26"
"14856",258,604,0.849563,1995,"Fred McGriff","1963-10-31"
"14857",271,629,0.840223,1995,"Sammy Sosa","1968-11-12"
"14858",17908,637,0.569376,1989,"Jose Lind","1964-05-01"
"14859",16902,276,0.599501,1987,"Joey Cora","1965-05-14"
"14860",17205,6,1.16667,1987,"Gregg Jefferies","1967-08-01"
"14861",17219,63,0.557977,1987,"Lance Johnson","1963-07-06"
"14862",138,268,0.762402,1995,"Jose Hernandez","1969-07-14"
"14863",160,294,0.684399,1995,"Ryan Thompson","1967-11-04"
"14864",162,424,0.876478,1995,"Eric Young","1967-05-18"
"14865",136,215,0.569079,1995,"Lenny Harris","1964-10-28"
"14866",18132,75,0.55137,1987,"Felix Fermin","1963-10-09"
"14867",18170,303,0.7591,1987,"Gerald Young","1964-10-22"
"14868",92,352,0.842248,1995,"Javy Lopez","1970-11-05"
"14869",19067,54,0.54074,1987,"Dale Berra","1956-12-13"
"14870",19107,25,0.121667,1987,"Buddy Biancalana","1960-02-02"
"14871",19258,87,0.544368,1987,"Bruce Bochy","1955-04-16"
"14872",21010,3,0,1987,"Trench Davis","1960-09-12"
"14873",21021,198,0.800462,1987,"Brian Dayett","1957-01-22"
"14874",26477,331,0.782215,1984,"Jim Morrison","1952-09-23"
"14875",26429,539,0.748107,1984,"Keith Moreland","1954-05-02"
"14876",26261,397,0.675595,1984,"Eddie Milner","1955-05-21"
"14877",26066,24,0.297102,1984,"Francisco Melendez","1964-01-25"
"14878",24724,33,0.45768,1987,"Mike Laga","1960-06-14"
"14879",26563,120,0.622766,1984,"Fran Mullins","1957-05-14"
"14880",998,192,0.721744,2001,"Felipe Lopez","1980-05-12"
"14881",262,89,0.670454,2000,"Augie Ojeda","1974-12-20"
"14882",27551,85,0.717799,2000,"Luis Polonia","1963-12-10"
"14883",26963,628,0.760015,2000,"Paul O'Neill","1963-02-25"
"14884",26833,192,0.610638,1987,"Paul Noce","1959-12-16"
"14885",1384,336,0.584431,2002,"Chuck Knoblauch","1968-07-07"
"14886",28162,92,0.562709,1987,"Ron Roenicke","1956-08-19"
"14887",71,17,0.647059,1995,"Matt Franco","1969-08-19"
"14888",48,561,0.697539,1995,"Jose Vizcaino","1968-03-26"
"14889",61,571,0.91101,1995,"Vinny Castilla","1967-07-04"
"14890",29,545,0.83331,1995,"Orlando Merced","1966-11-02"
"14891",16745,183,0.575755,2001,"Derek Bell","1968-12-11"
"14892",17440,26,0.696154,2000,"David Newhan","1973-09-07"
"14893",1392,73,0.644053,2002,"Kit Pellow","1973-08-28"
"14894",28040,516,0.636852,2001,"Cal Ripken Jr.","1960-08-24"
"14895",27752,27,0.530101,2001,"Tim Raines","1979-08-31"
"14896",648,474,0.705651,2002,"Ramon Vazquez","1976-08-21"
"14897",676,6,0.333334,2001,"Jason Michaels","1976-05-04"
"14898",629,646,0.810253,2002,"Mark Kotsay","1975-12-02"
"14899",31197,58,0.690345,1995,"Ernie Young","1969-07-08"
"14900",853,265,0.775182,2001,"Terry Shumpert","1966-08-16"
"14901",846,386,0.669118,2001,"Jay Payton","1972-11-22"
"14902",845,224,0.808999,2001,"Jose Ortiz","1977-06-13"
"14903",1229,302,0.684206,2001,"Gary Matthews","1974-08-25"
"14904",115,410,0.788272,2001,"Ronnie Belliard","1975-04-07"
"14905",114,157,0.655168,2001,"Paul Bako","1972-06-20"
"14906",17354,114,0.740122,2000,"Jason McDonald","1972-03-20"
"14907",16811,46,0.795754,2001,"Kevin Brown","1973-04-21"
"14908",16776,17,1.27843,2001,"Tim Bogar","1966-10-28"
"14909",1403,543,0.73654,2002,"Michael Tucker","1971-06-25"
"14910",1431,41,0.248905,2000,"George Lombard","1975-09-14"
"14911",31726,87,0.617634,2012,"Kelly Shoppach","1980-04-29"
"14912",31730,582,0.753162,2012,"David DeJesus","1979-12-20"
"14913",31757,571,0.833425,2012,"Jason Kubel","1982-05-25"
"14914",1539,349,0.722184,2001,"D'Angelo Jimenez","1977-12-21"
"14915",1461,586,0.831908,2001,"Dmitri Young","1973-10-11"
"14916",473,627,0.824186,2000,"J.T. Snow","1968-02-26"
"14917",16978,34,0.734006,2001,"Rob Ducey","1965-05-24"
"14918",223,529,0.886174,2002,"Mark Bellhorn","1974-08-23"
"14919",1623,133,0.435566,2001,"Enrique Wilson","1973-07-27"
"14920",453,682,0.933043,2002,"Jeff Kent","1968-03-07"
"14921",453,696,0.876667,2001,"Jeff Kent","1968-03-07"
"14922",443,238,0.636557,2001,"Pedro Feliz","1975-04-27"
"14923",362,278,0.805539,2002,"Tyler Houston","1971-01-17"
"14924",32570,469,0.754764,2006,"Jose Bautista","1980-10-19"
"14925",32450,535,0.598294,2006,"Clint Barmes","1979-03-06"
"14926",32118,28,0.393518,2006,"Robert Andino","1984-04-25"
"14927",17171,77,1.02554,1995,"Dwayne Hosey","1967-03-11"
"14928",136,215,0.766308,2002,"Lenny Harris","1964-10-28"
"14929",1403,235,0.78791,2001,"Michael Tucker","1971-06-25"
"14930",1388,179,0.760475,2001,"Brent Mayne","1968-04-19"
"14931",686,148,0.57337,2012,"Nick Punto","1977-11-08"
"14932",769,649,0.800352,2012,"Adam Dunn","1979-11-09"
"14933",876,194,0.533116,2012,"Chone Figgins","1978-01-22"
"14934",894,274,0.640296,2012,"Jose Molina","1975-06-03"
"14935",435,429,0.758869,2001,"Marvin Benard","1971-01-20"
"14936",430,136,0.62849,2001,"Brad Wilkerson","1977-06-01"
"14937",750,183,0.978718,2001,"Craig Wilson","1976-11-30"
"14938",17546,4,1.41667,2002,"Cody Ransom","1976-02-17"
"14939",17539,114,0.609304,2002,"Tim Raines","1959-09-16"
"14940",1623,108,0.626453,2001,"Enrique Wilson","1973-07-27"
"14941",1622,633,0.917167,2001,"Bernie Williams","1968-09-13"
"14942",734,274,0.694615,2000,"Aramis Ramirez","1978-06-25"
"14943",736,577,0.704915,2000,"Pokey Reese","1973-06-10"
"14944",738,269,0.849161,2000,"Armando Rios","1971-09-13"
"14945",17682,50,0.744762,1995,"Todd Steverson","1971-11-15"
"14946",1506,29,0.350985,2007,"Michael Restovich","1979-01-03"
"14947",17705,64,0.597039,1995,"Kevin Maas","1965-01-20"
"14948",758,427,0.834355,2001,"Aaron Boone","1973-03-09"
"14949",17208,55,0.580419,2001,"Robin Jennings","1972-04-11"
"14950",17338,18,0.555555,2000,"Sandy Martinez","1970-10-08"
"14951",58450,68,0.635674,2012,"Jordy Mercer","1986-08-27"
"14952",58470,171,0.840306,2012,"Tyler Moore","1987-01-30"
"14953",58495,314,0.691,2012,"Kirk Nieuwenhuis","1987-08-07"
"14954",58524,188,0.612737,2012,"Tyler Pastornicky","1989-12-13"
"14955",58548,610,0.957254,2012,"Buster Posey","1987-03-27"
"14956",1456,152,0.717492,2001,"Chris Truby","1973-12-09"
"14957",1325,465,0.716514,2001,"Rickey Henderson","1958-12-25"
"14958",194,424,0.580904,2001,"Mike Matheny","1970-09-22"
"14959",16978,183,0.677667,2000,"Rob Ducey","1965-05-24"
"14960",18266,68,0.538048,1995,"Andy Van Slyke","1960-12-21"
"14961",17773,29,0.379311,1995,"Rich Rowland","1964-02-25"
"14962",17539,581,0.796013,1995,"Tim Raines","1959-09-16"
"14963",17552,246,0.771099,1995,"Jeff Reboulet","1964-04-30"
"14964",496,668,0.725844,2002,"Luis Castillo","1975-09-12"
"14965",16693,150,0.75204,1995,"Eric Anthony","1967-11-08"
"14966",16695,246,0.707819,1995,"Alex Arias","1967-11-20"
"14967",16926,21,0.635714,2001,"Midre Cummings","1971-10-14"
"14968",16918,78,0.679653,2001,"Felipe Crespo","1973-03-05"
"14969",205,643,0.769945,2000,"Edgar Renteria","1976-08-07"
"14970",440,193,0.803947,2001,"Shawon Dunston","1963-03-21"
"14971",17816,219,0.646186,1995,"Dan Masteller","1968-03-17"
"14972",52240,547,0.815517,2013,"Chris Johnson","1984-10-01"
"14973",17945,70,0.835598,1995,"Barry Lyons","1960-06-03"
"14974",17423,201,0.847994,1995,"Lyle Mouton","1969-05-13"
"14975",17439,89,0.554131,1995,"Marc Newfield","1972-10-19"
"14976",17442,109,0.791905,1995,"Warren Newson","1964-07-03"
"14977",809,51,0.602728,2006,"Sandy Alomar Jr.","1966-06-18"
"14978",17450,360,0.828689,1995,"Jon Nunnally","1971-11-09"
"14979",17453,41,0.582157,1995,"Sherman Obando","1970-01-23"
"14980",17458,369,0.771594,1995,"Joe Oliver","1965-07-24"
"14981",1040,303,0.669346,2002,"John Flaherty","1967-10-21"
"14982",1039,171,0.554899,2002,"Felix Escalona","1979-03-12"
"14983",650,685,0.934118,2002,"Bobby Abreu","1974-03-11"
"14984",18185,10,0.311111,1995,"Sam Horn","1963-11-02"
"14985",16887,100,0.716593,2001,"Mike Colangelo","1976-10-22"
"14986",1268,125,1.07467,2001,"Todd Hollandsworth","1973-04-20"
"14987",1440,304,0.672775,1995,"Craig Paquette","1969-03-28"
"14988",1489,80,0.723134,2006,"Matthew Lecroy","1975-12-13"
"14989",30037,26,0.366667,1995,"Chris Tremie","1969-10-17"
"14990",30072,27,0.230769,1995,"Scooter Tucker","1966-11-18"
"14991",696,46,0.341993,2001,"Eric Valent","1977-04-04"
"14992",676,121,0.823297,2002,"Jason Michaels","1976-05-04"
"14993",17822,2,0,1995,"Jose Mota","1965-03-16"
"14994",17824,262,0.625471,1995,"Mike Pagliarulo","1960-03-15"
"14995",1129,717,0.752669,2000,"Omar Vizquel","1967-04-24"
"14996",1049,494,0.884197,2002,"Aubrey Huff","1976-12-20"
"14997",17019,27,0.268148,2001,"Jose Fernandez","1974-11-02"
"14998",17017,23,0.178054,2001,"Sal Fasano","1971-08-10"
"14999",1597,653,0.794298,2001,"Raul Mondesi","1971-03-12"
"15000",905,638,1.02351,1995,"Tim Salmon","1968-08-24"
"15001",935,2,1,1995,"Scott Hatteberg","1969-12-14"
"15002",1181,29,0.466156,2002,"Chris Snelling","1981-12-03"
"15003",45481,534,0.754769,2009,"Ryan Sweeney","1985-02-20"
"15004",433,689,0.941132,2001,"Rich Aurilia","1971-09-02"
"15005",17499,11,0.181818,2002,"Chan Perry","1972-09-13"
"15006",354,371,0.830959,2002,"Marquis Grissom","1967-04-17"
"15007",353,685,0.94382,2002,"Shawn Green","1972-11-10"
"15008",387,416,0.559843,2001,"Peter Bergeron","1977-11-09"
"15009",365,515,0.807078,2002,"Brian Jordan","1967-03-29"
"15010",364,468,0.556236,2002,"Cesar Izturis","1980-02-10"
"15011",17294,369,0.530734,1995,"Pat Listach","1967-09-12"
"15012",17315,420,0.722894,1995,"Mike Macfarlane","1964-04-12"
"15013",29919,27,0.733333,1995,"Gary Thurman","1964-11-12"
"15014",17767,480,0.891055,1995,"Eddie Murray","1956-02-24"
"15015",29487,99,0.811912,1995,"Darryl Strawberry","1962-03-12"
"15016",173,23,0.138528,2001,"Mike DiFelice","1969-05-28"
"15017",167,147,0.73827,2001,"Miguel Cairo","1974-05-04"
"15018",167,35,0.947187,2001,"Miguel Cairo","1974-05-04"
"15019",169,77,0.644156,2001,"Mike Coolbaugh","1972-06-05"
"15020",761,5,0.65,1995,"Juan Castro","1972-06-20"
"15021",803,231,0.669295,1995,"Kelly Stinnett","1970-02-14"
"15022",17071,531,0.848074,1995,"Bernard Gilkey","1966-09-24"
"15023",17072,17,0.306723,1995,"Ed Giovanola","1969-03-04"
"15024",16760,35,0.665438,2000,"Geronimo Berroa","1965-03-18"
"15025",16695,180,0.555057,2000,"Alex Arias","1967-11-20"
"15026",686,5,0.8,2001,"Nick Punto","1977-11-08"
"15027",685,98,0.606122,2001,"Todd Pratt","1967-02-09"
"15028",684,610,0.725261,2001,"Placido Polanco","1975-10-10"
"15029",669,223,0.708944,2000,"Travis Lee","1975-05-26"
"15030",817,131,0.63136,2001,"Brent Butler","1978-02-11"
"15031",812,86,0.614118,2001,"Gary Bennett","1972-04-17"
"15032",593,178,0.681504,2002,"Vance Wilson","1973-03-17"
"15033",17206,132,0.812672,1995,"Reggie Jefferson","1968-09-25"
"15034",17219,645,0.765632,1995,"Lance Johnson","1963-07-06"
"15035",1420,458,0.703656,2002,"Shane Halter","1969-11-08"
"15036",138,592,0.742634,2001,"Jose Hernandez","1969-07-14"
"15037",48428,38,0.80853,2010,"Steve Pearce","1983-04-13"
"15038",48454,27,0.627692,2010,"Chris Nelson","1985-09-03"
"15039",292,261,0.727417,2002,"David Dellucci","1973-10-31"
"15040",608,615,0.767357,2000,"Deivi Cruz","1972-11-06"
"15041",539,697,0.852961,2000,"Roberto Alomar","1968-02-05"
"15042",16880,537,0.869375,1995,"Will Clark","1964-03-13"
"15043",16864,174,0.649265,1995,"Domingo Cedeno","1968-11-04"
"15044",16865,45,0.392064,1995,"Wes Chamberlain","1966-04-13"
"15045",16891,324,0.747143,1995,"Vince Coleman","1961-09-22"
"15046",16674,5,0,2001,"Cory Aldridge","1979-06-13"
"15047",1051,288,0.815766,2001,"Russ Johnson","1973-02-22"
"15048",1048,4,0.5,2001,"Paul Hoover","1976-04-14"
"15049",17254,61,0.68636,1995,"Joe Kmak","1963-05-03"
"15050",717,644,1.07204,2002,"Brian Giles","1971-01-20"
"15051",631,472,0.874178,2000,"Ray Lankford","1967-06-05"
"15052",1147,586,0.837588,2001,"Jeff Cirillo","1969-09-23"
"15053",16964,292,0.619047,1995,"Alex Diaz","1968-10-05"
"15054",16970,394,0.802233,1995,"Gary DiSarcina","1967-11-19"
"15055",16810,135,0.634641,2000,"Emil Brown","1974-12-29"
"15056",16761,50,0.48087,2000,"Sean Berry","1966-03-22"
"15057",263,36,0.680556,2002,"Kevin Orie","1972-09-01"
"15058",245,568,0.737008,2002,"Alex Gonzalez","1973-04-08"
"15059",17000,18,0.343138,1995,"Kevin Elster","1964-08-03"
"15060",202,177,0.744318,2002,"Eduardo Perez","1969-09-11"
"15061",17012,248,0.601924,1995,"Jorge Fabregas","1970-03-13"
"15062",17008,249,0.820162,2000,"Tony  Eusebio","1967-04-27"
"15063",29029,191,0.676051,2000,"Bobby Smith","1974-05-10"
"15064",29172,134,0.728611,2000,"Luis Sojo","1965-01-03"
"15065",30258,179,0.57719,2000,"Wilton Veras","1978-01-19"
"15066",671,136,0.663283,2001,"Mike Lieberthal","1972-01-18"
"15067",669,640,0.775392,2001,"Travis Lee","1975-05-26"
"15068",243,256,0.565498,2002,"Joe Girardi","1964-10-14"
"15069",17329,259,0.731456,2001,"Dave Martinez","1964-09-26"
"15070",1562,647,1.0609,1995,"Frank Thomas","1968-05-27"
"15071",539,577,0.802508,1995,"Roberto Alomar","1968-02-05"
"15072",539,655,0.70755,2002,"Roberto Alomar","1968-02-05"
"15073",1367,399,0.660194,2000,"Carlos Febles","1976-05-24"
"15074",1095,5,0.4,2002,"Karim Garcia","1975-10-29"
"15075",1094,439,0.641698,2002,"Travis Fryman","1969-03-25"
"15076",1040,385,0.687775,1995,"John Flaherty","1967-10-21"
"15077",1043,482,0.647264,1995,"Chris Gomez","1971-06-16"
"15078",434,2,0,1995,"David Bell","1972-09-14"
"15079",1535,259,0.75736,2002,"Tony Graffanino","1972-06-06"
"15080",1529,209,0.826005,2002,"Joe Crede","1978-04-26"
"15081",29172,84,0.404159,2001,"Luis Sojo","1965-01-03"
"15082",258,595,0.857721,2002,"Fred McGriff","1963-10-31"
"15083",251,303,0.722378,2002,"Todd Hundley","1969-05-27"
"15084",18165,230,0.714991,1995,"Danny Tartabull","1962-10-30"
"15085",47127,677,0.986751,2012,"Ryan Braun","1983-11-17"
"15086",47142,633,0.8413,2012,"Jay Bruce","1987-04-03"
"15087",47162,81,0.594762,2012,"Travis Buck","1983-11-18"
"15088",47233,2,0,2012,"Brett Carroll","1982-10-03"
"15089",47275,24,0.390151,2012,"Jeff Clement","1983-08-21"
"15090",47287,61,0.339578,2012,"Justin Christian","1980-04-03"
"15091",389,684,0.751644,2001,"Orlando Cabrera","1974-11-02"
"15092",9495,18,0.855556,2001,"Mendy Lopez","1973-10-15"
"15093",688,720,0.742695,2001,"Jimmy Rollins","1978-11-27"
"15094",18143,67,0.838651,1995,"Chris James","1962-10-04"
"15095",18151,54,0.450491,1995,"Matt Nokes","1963-10-31"
"15096",159,261,0.781694,2006,"Matt Stairs","1968-02-27"
"15097",18132,219,0.457227,1995,"Felix Fermin","1963-10-09"
"15098",18109,547,0.906094,1995,"Mickey Tettleton","1960-09-16"
"15099",972,162,0.61544,2004,"Dave Berg","1970-09-03"
"15100",1045,13,0.647436,2000,"Toby Hall","1975-10-21"
"15101",1044,675,0.845051,2000,"Ben Grieve","1976-05-04"
"15102",16630,87,0.679675,2000,"Mark Sweeney","1969-10-26"
"15103",1448,12,0.833333,2001,"Mike Rivera","1976-09-08"
"15104",194,177,0.613362,2006,"Mike Matheny","1970-09-22"
"15105",204,634,1.10163,2006,"Albert Pujols","1980-01-16"
"15106",750,69,0.562969,2007,"Craig Wilson","1976-11-30"
"15107",751,535,0.790631,2007,"Jack Wilson","1977-12-29"
"15108",18069,18,0.527778,1995,"Dave Gallagher","1960-09-20"
"15109",18051,32,0.158266,1995,"Duane Singleton","1972-08-06"
"15110",664,210,0.973869,2002,"Jeremy Giambi","1974-09-30"
"15111",1045,196,0.768238,2001,"Toby Hall","1975-10-21"
"15112",1043,206,0.844911,2001,"Chris Gomez","1971-06-16"
"15113",946,167,0.687156,2001,"John Mabry","1970-10-17"
"15114",981,711,1.13408,2000,"Carlos Delgado","1972-06-25"
"15115",17250,509,0.798027,1995,"Jeff King","1964-12-26"
"15116",1417,614,0.764072,2002,"Robert Fick","1974-03-15"
"15117",1413,346,0.662509,2002,"Damion Easley","1969-11-11"
"15118",310,400,0.825378,2002,"Quinton McCracken","1970-08-16"
"15119",1023,6,0.933333,2007,"Dewayne Wise","1978-02-24"
"15120",1024,151,0.531113,2007,"Chris Woodward","1976-06-27"
"15121",1004,95,1.11251,2007,"Josh Phelps","1978-05-12"
"15122",1020,304,0.862797,2007,"Jayson Werth","1979-05-20"
"15123",785,185,0.744768,2001,"Barry Larkin","1964-04-28"
"15124",1503,44,0.647727,1995,"Tom Prince","1964-08-13"
"15125",1528,557,0.64022,1995,"Royce Clayton","1970-01-02"
"15126",16754,202,0.557485,1995,"Mike Benjamin","1965-11-22"
"15127",16761,348,0.895714,1995,"Sean Berry","1966-03-22"
"15128",628,625,0.924857,2002,"Ryan Klesko","1971-06-12"
"15129",627,243,0.725463,2002,"Gene Kingsale","1976-08-20"
"15130",16794,384,0.779693,1995,"Jeff Branson","1967-01-26"
"15131",1345,163,0.511517,2001,"Rey Sanchez","1967-10-05"
"15132",610,11,0.181818,2002,"Kory DeHaan","1976-07-16"
"15133",16722,30,0.316667,2001,"Glen  Barker","1971-05-10"
"15134",1388,395,0.798984,2000,"Brent Mayne","1968-04-19"
"15135",16419,682,0.739251,2000,"Gerald Williams","1966-08-10"
"15136",1317,487,0.906394,2000,"Cliff Floyd","1972-12-05"
"15137",656,36,0.621429,2002,"Marlon Byrd","1977-08-30"
"15138",17552,253,0.764131,2001,"Jeff Reboulet","1964-04-30"
"15139",17553,130,0.542154,2001,"Tike Redman","1977-03-10"
"15140",250,215,0.700698,2002,"Bobby Hill","1978-04-03"
"15141",249,216,0.653744,2002,"Chad Hermansen","1977-09-10"
"15142",48,205,0.635918,2005,"Jose Vizcaino","1968-03-26"
"15143",1202,488,0.755271,2002,"Jeff Conine","1966-06-27"
"15144",17444,59,0.751076,2001,"Jose Nieves","1975-06-16"
"15145",1310,741,0.876649,2000,"Johnny Damon","1973-11-05"
"15146",17008,174,0.741677,2001,"Tony  Eusebio","1967-04-27"
"15147",16984,64,0.577869,2001,"Todd Dunwoody","1975-04-11"
"15148",29940,42,1.06446,2000,"Ozzie Timmons","1970-09-18"
"15149",16804,139,0.674809,2000,"Rico Brogna","1970-04-18"
"15150",16748,622,0.816505,2000,"Albert Belle","1966-08-25"
"15151",1201,58,0.758295,2002,"Howie Clark","1974-02-13"
"15152",8,421,0.806884,2002,"Geoff Blum","1973-04-26"
"15153",7,655,0.733534,2002,"Craig Biggio","1965-12-14"
"15154",16927,670,0.784408,1995,"Chad Curtis","1968-11-06"
"15155",16928,98,0.577651,1995,"Milt Cuyler","1968-10-07"
"15156",7808,12,0.666667,2001,"Trenidad Hubbard","1964-05-11"
"15157",4951,222,0.620728,2001,"Delino DeShields","1969-01-15"
"15158",25426,28,0.305185,2002,"Martin Malloy","1972-04-06"
"15159",16973,93,0.736828,2002,"Chris Donnels","1966-04-21"
"15160",16848,42,0.271062,2002,"Javier Cardona","1975-09-15"
"15161",17311,60,0.470371,2000,"Fernando Lunar","1977-05-25"
"15162",17319,166,0.780851,2000,"Dave Magadan","1962-09-30"
"15163",31495,82,0.625823,2011,"Josh Wilson","1981-03-26"
"15164",1048,17,0.352942,2002,"Paul Hoover","1976-04-14"
"15165",57,58,0.415204,2007,"Henry Blanco","1971-08-29"
"15166",65,574,0.791597,2007,"Mark DeRosa","1975-02-26"
"15167",50,133,0.963363,2007,"Daryle Ward","1975-06-27"
"15168",1035,5,0.65,2001,"Jason Conti","1975-01-27"
"15169",17117,151,0.631672,2001,"Darryl Hamilton","1964-12-03"
"15170",17110,112,0.844713,2001,"Tony Gwynn","1960-05-09"
"15171",1069,94,0.545959,2000,"Jason Tyner","1977-04-23"
"15172",1063,21,0.190476,2000,"Andy Sheets","1971-11-19"
"15173",17192,180,0.631377,1995,"Jeff Huson","1964-08-15"
"15174",17864,507,0.753887,1995,"Don Mattingly","1961-04-20"
"15175",17867,237,0.600063,1995,"Spike Owen","1961-04-19"
"15176",1597,426,0.851834,2000,"Raul Mondesi","1971-03-12"
"15177",1355,511,0.742172,1995,"Luis Alicea","1965-07-29"
"15178",1073,674,0.820869,2002,"Randy Winn","1974-06-09"
"15179",724,678,0.881887,2000,"Jason Kendall","1974-06-26"
"15180",1562,79,0.757632,2001,"Frank Thomas","1968-05-27"
"15181",6514,35,0.611982,2000,"Ross Gload","1976-04-05"
"15182",7808,96,0.561928,2000,"Trenidad Hubbard","1964-05-11"
"15183",17255,144,0.613636,1995,"Randy Knorr","1968-11-12"
"15184",17281,427,0.684357,1995,"Scott Leius","1965-09-24"
"15185",17285,22,0.777777,1995,"Jesse Levis","1968-04-14"
"15186",17606,83,0.474568,2001,"Deion Sanders","1967-08-09"
"15187",24142,25,0.938947,2002,"Felix Jose","1965-05-02"
"15188",21626,9,0.222222,2002,"Mario Encarnacion","1975-09-24"
"15189",58880,233,0.686282,2011,"Dee Gordon","1988-04-22"
"15190",1036,369,0.832234,2000,"Steve Cox","1974-10-31"
"15191",1040,418,0.671308,2000,"John Flaherty","1967-10-21"
"15192",428,531,0.856107,2001,"Jose Vidro","1974-08-27"
"15193",424,168,0.697907,2001,"Fernando Tatis","1975-01-01"
"15194",194,464,0.679397,2000,"Mike Matheny","1970-09-22"
"15195",19,644,1.02751,2000,"Richard Hidalgo","1975-06-28"
"15196",17525,21,0.585714,2000,"Curtis Pride","1968-12-17"
"15197",362,67,0.531573,2002,"Tyler Houston","1971-01-17"
"15198",26,429,0.697534,2001,"Mark Loretta","1971-08-14"
"15199",17235,382,0.692627,1995,"Ron Karkovice","1963-08-08"
"15200",17071,121,0.725635,2001,"Bernard Gilkey","1966-09-24"
"15201",17022,72,0.680238,2001,"Tony Fernandez","1962-06-30"
"15202",17678,470,0.840777,1995,"Mike Stanley","1963-06-25"
"15203",17680,439,0.780046,1995,"Terry Steinbach","1962-03-02"
"15204",424,430,0.70198,2002,"Fernando Tatis","1975-01-01"
"15205",1141,7,1,2001,"Pat Borders","1963-05-14"
"15206",686,7,0.333334,2002,"Nick Punto","1977-11-08"
"15207",712,9,0.444444,2001,"Humberto Cota","1979-02-07"
"15208",708,34,0.555029,2001,"Adrian Brown","1974-02-07"
"15209",70,383,0.738612,2002,"Julio Franco","1958-08-23"
"15210",65,232,0.768375,2002,"Mark DeRosa","1975-02-26"
"15211",2839,143,0.662653,2001,"Hiram Bocachica","1976-03-04"
"15212",362,305,0.785317,2000,"Tyler Houston","1971-01-17"
"15213",443,153,0.616662,2002,"Pedro Feliz","1975-04-27"
"15214",4159,39,0.677083,2000,"Lou Collier","1973-08-21"
"15215",2839,10,0.6,2000,"Hiram Bocachica","1976-03-04"
"15216",3927,47,0.669965,2000,"Raul Chavez","1973-03-17"
"15217",723,25,0.45,2005,"Adam Hyzdu","1971-12-06"
"15218",16692,73,0.67402,2000,"Rick Ankiel","1979-07-19"
"15219",476,155,0.752322,2002,"Yorvit Torrealba","1978-07-19"
"15220",473,494,0.70432,2002,"J.T. Snow","1968-02-26"
